comment_id,post_id,author_id,parent_id,body,score,path,created_at,status
CM0005468,P001263,U00259,CM0000921,Beautiful between sign animal minute operation month sea member trip natural perform national compare here expect fight special certainly hold play ago begin somebody election federal stay until opportunity.,163,P001263/CM0000921/CM0005468,2024-11-30T02:00:35,active
CM0005469,P003414,U00648,CM0001073,Interest last single nothing.,89,P003414/CM0001073/CM0005469,2024-12-02T16:14:52,active
CM0005470,P002145,U01914,,Sort law billion add other happy maybe another magazine each kid rise old of same interesting month image account world leader sport.,49,P002145/CM0005470,2025-04-30T22:42:54,active
CM0005471,P003766,U02220,,Environmental bank specific try clearly third coach more way serve test another health development water civil as if factor for firm top many process past skin particularly big both small thus attention PM age.,180,P003766/CM0005471,2024-10-01T12:26:00,active
CM0005472,P001584,U01629,CM0002336,Exist plant protect responsibility work attorney alone to hot full above crime knowledge offer order task class toward skin night base both edge final news senior experience include base high age.,20,P001584/CM0002336/CM0005472,2024-12-18T19:39:22,active
CM0005473,P003586,U02999,,Claim character city strong gun so reflect understand also.,20,P003586/CM0005473,2024-09-05T16:04:23,flagged
CM0005474,P001908,U00152,,Affect why become individual three political reflect difference hand style professional development budget few smile must such use painting eat although attention security wife yourself beat attention former but center speech understand stand.,155,P001908/CM0005474,2024-10-09T19:58:34,active
CM0005475,P003101,U02870,,Pm concern up product argue southern enjoy explain property brother follow specific career work free.,13,P003101/CM0005475,2025-10-11T12:24:10,active
CM0005476,P002182,U02416,,Remain family full check he pay marriage stop step feel agency can heart name specific different structure tell.,151,P002182/CM0005476,2025-09-20T02:19:07,active
CM0005477,P003352,U02341,CM0002708,Main involve evidence stand military million age answer tend he against fish police hot participant win tough also.,17,P003352/CM0002708/CM0005477,2025-10-09T03:47:16,active
CM0005478,P003829,U01051,,Where evening station especially us be western send will that leader effort return prove child cover near gun respond ok would artist cover detail.,170,P003829/CM0005478,2024-12-05T12:01:52,active
CM0005479,P000918,U01246,,Also work life believe baby bar office human TV Republican cultural event.,186,P000918/CM0005479,2025-08-08T19:58:27,active
CM0005480,P001898,U02346,,Energy mean impact draw economic occur may travel design sound offer modern Republican sing half subject.,23,P001898/CM0005480,2024-10-02T22:34:51,active
CM0005481,P002528,U02263,CM0003383,Analysis meeting country home interesting son because our choose small tell more include clearly wall into almost hair option near reach live impact bed rate individual over true nor green source about.,26,P002528/CM0003383/CM0005481,2024-12-26T08:42:49,active
CM0005482,P003581,U00726,,Certainly whether rule company theory part born win out important half natural agreement start sell role left set.,197,P003581/CM0005482,2025-02-22T17:47:23,flagged
CM0005483,P000282,U01185,,Yeah toward religious land technology candidate factor TV without gas one ground against meeting court program opportunity within night.,61,P000282/CM0005483,2025-09-24T19:16:59,active
CM0005484,P001980,U01052,,Price focus some trade party any least technology series out education level bill wife claim become near social face.,70,P001980/CM0005484,2024-02-25T14:48:57,active
CM0005485,P003215,U00133,,Local look property.,197,P003215/CM0005485,2025-07-31T17:29:18,active
CM0005486,P000060,U01937,CM0003418,Less type smile ready record visit hope develop right response.,0,P000060/CM0003418/CM0005486,2024-06-25T18:52:28,active
CM0005487,P000808,U01427,CM0003412,Someone ever energy tax hand customer particularly level structure instead him analysis own whole wonder billion firm become.,97,P000808/CM0003412/CM0005487,2025-01-01T07:38:03,active
CM0005488,P002938,U00939,,With close recently ball room make detail give might end vote world up customer physical life six sense sell rich low present find want.,13,P002938/CM0005488,2024-02-14T20:10:47,active
CM0005489,P002297,U01810,,Morning trial security over standard focus paper those same including stuff most yourself play born life drug outside defense Mr pull foreign wish positive production.,78,P002297/CM0005489,2025-05-24T04:14:58,active
CM0005490,P003971,U01016,,Low have yet finally low industry paper culture any large face increase world really effort you movement sit north business stage real.,85,P003971/CM0005490,2024-04-20T08:00:13,active
CM0005491,P000593,U01502,,Onto fast person meet sort.,168,P000593/CM0005491,2025-03-24T20:17:33,active
CM0005492,P001629,U01365,,Husband only listen street reason what future job piece tend box rather entire control.,199,P001629/CM0005492,2025-05-21T01:31:29,active
CM0005493,P000579,U02097,,Cover mention career positive least range kid without never necessary outside beat guess hot herself cost serve peace increase attention simple enough appear.,3,P000579/CM0005493,2024-09-30T11:58:23,active
CM0005494,P003165,U00435,,Stand story plan rule moment eat away dark morning tend need.,86,P003165/CM0005494,2024-03-29T16:49:53,active
CM0005495,P003546,U00521,,South outside by role trip structure society small save miss agency let investment kind then support.,75,P003546/CM0005495,2025-09-02T10:32:35,active
CM0005496,P000239,U00659,,At range treat there yard down sure series.,85,P000239/CM0005496,2024-04-27T18:59:18,active
CM0005497,P002064,U02492,,Where college dark stock foreign beautiful power situation important glass quickly detail meet tree speak join tough drive rest pass administration.,15,P002064/CM0005497,2025-08-26T17:46:36,active
CM0005498,P003128,U00137,CM0002195,Crime no check shoulder realize.,75,P003128/CM0002195/CM0005498,2025-07-07T02:34:25,active
CM0005499,P000438,U01255,,Should leg fall wait staff get girl investment hundred morning guess we single song as place.,84,P000438/CM0005499,2024-06-10T10:47:52,active
CM0005500,P002349,U01864,,Imagine eat so police recent quite total tell involve provide from music rather.,42,P002349/CM0005500,2024-12-21T02:05:43,active
CM0005501,P001358,U00515,,Top work late upon beat soon baby these bring consumer have behind stay language job guy series dark rather.,67,P001358/CM0005501,2024-11-30T16:43:31,active
CM0005502,P002099,U01205,,Gas something face compare mission wall across certain push gun word medical where police hard real car.,-20,P002099/CM0005502,2025-01-12T13:54:59,active
CM0005503,P000451,U01899,CM0001706,Support sell finally season structure large job art assume need economy subject involve unit doctor course guess everyone doctor provide down few ground address already stand left amount popular fight court last message to rather different.,32,P000451/CM0001706/CM0005503,2024-12-02T10:28:11,active
CM0005504,P001552,U00413,,Money center court she single show also artist history industry poor authority charge discuss response matter weight term tax another final miss save teacher difficult table system production art some democratic research leave.,-4,P001552/CM0005504,2024-10-12T22:23:12,active
CM0005505,P002408,U01207,,Add let produce enjoy instead protect economy song book red white later rate also lay mention population able add next cut race fast area.,47,P002408/CM0005505,2024-03-10T13:41:04,active
CM0005506,P003740,U01312,CM0004229,There appear stage idea heavy politics always wish strategy same any.,65,P003740/CM0004229/CM0005506,2025-09-11T16:00:20,active
CM0005507,P000858,U00082,,Age test series social along trip cover watch news either what rock training sort.,120,P000858/CM0005507,2024-06-11T23:13:17,active
CM0005508,P003599,U01794,CM0000230,The all crime.,66,P003599/CM0000230/CM0005508,2025-02-01T22:54:58,active
CM0005509,P001506,U01437,CM0003345,Discuss establish audience.,126,P001506/CM0003345/CM0005509,2024-02-23T06:49:49,active
CM0005510,P002895,U02524,CM0004996,Lay president likely person still without such opportunity employee her trial affect thousand run after again democratic class marriage leg four garden international here maybe close exactly in add.,33,P002895/CM0004996/CM0005510,2025-02-10T17:31:34,active
CM0005511,P000649,U02881,,Here peace time success true million within back throw animal.,69,P000649/CM0005511,2025-04-16T06:17:06,active
CM0005512,P001424,U01452,,Nothing now face almost huge natural attorney according.,104,P001424/CM0005512,2024-09-23T12:32:06,active
CM0005513,P002693,U01802,,Training image pull player bag win a claim she area recently ball central mouth responsibility adult financial yourself social source moment forget.,175,P002693/CM0005513,2025-01-15T04:57:03,active
CM0005514,P002250,U00429,,Later most imagine myself central process avoid win war might itself mind find run certain fact power stay network able relationship find vote describe general street push.,-14,P002250/CM0005514,2025-07-05T12:35:54,active
CM0005515,P003131,U02725,,Source discussion others plant chair fall gas argue represent government floor figure.,107,P003131/CM0005515,2024-02-16T21:22:16,active
CM0005516,P003761,U00298,CM0003674,Travel more skill make start develop most safe first line million role key son laugh thought build rate within week employee building.,94,P003761/CM0003674/CM0005516,2024-05-23T07:19:19,active
CM0005517,P000710,U02640,,World list large another although big marriage financial of once.,104,P000710/CM0005517,2025-01-08T17:00:36,active
CM0005518,P003353,U00971,CM0001818,Stop often break dog get himself cultural become hope form.,93,P003353/CM0001818/CM0005518,2025-09-20T18:43:40,active
CM0005519,P000452,U02780,,Four whose mean result important director establish traditional reality culture her unit really together various politics generation sure western treat involve.,87,P000452/CM0005519,2024-03-30T21:25:45,active
